cleaned_source,cleaned_target
tom is coming back tonight.,START_ टम आज राती फर्किनेछ। _END
tom is expecting your call.,START_ टम तपाईंको कलको प्रतीक्षा गर्दै छ। _END
tom is expecting your call.,START_ टम तपाईंको कलको प्रतीक्षा गर्दै छन्। _END
tom is expecting your call.,START_ टम तिम्रो कलको प्रतीक्षा गर्दै छन् । _END
tom is extremely ambitious.,START_ टम अत्यन्तै महत्वाकांक्षी छ। _END
tom is extremely ambitious.,START_ टम अत्यन्त महत्वाकांक्षी छ। _END
tom is sitting on the wall.,START_ टम पर्खालमा बसिरहेको छ। _END
tom is working with us now.,START_ टम अहिले हामीसँग काम गर्दैछ। _END
tom lives with his parents.,START_ टम आफ्ना आमाबाबुसँग बस्छन्। _END
tom often plays by himself.,START_ टम अक्सर एक्लै खेल्छन्। _END
tom often plays by himself.,START_ टम प्रायः एक्लै खेल्छन्। _END
tom said that he was sorry.,START_ टमले भने कि उनी माफी चाहन्छन्। _END
tom thinks mary is my name.,START_ टमले मेरो नाम मेरी हो भन्ने सोच्दछ। _END
tom thinks its impossible.,START_ टमले यो असम्भव छ भन्ने सोच्दछ। _END
toms suitcase looks heavy.,START_ टमको सुटकेस भारी देखिन्छ। _END
we dont know who did this.,START_ हामीलाई थाहा छैन यो कसले गर्यो। _END
we hope that our team wins.,START_ हामी आशा गर्छौं कि हाम्रो टोलीले जित्छ। _END
we really had a lot of fun.,START_ हामीले साँच्चै धेरै रमाइलो गर्यौं। _END
we should eat healthy food.,START_ हामीले स्वस्थकर खानेकुरा खानुपर्छ। _END
we tossed a coin to decide.,START_ हामीले निर्णय गर्न सिक्का फ्याँक्यौं। _END
what language do you speak?,START_ कुन भाषा बोल्दै हुनुहुन्छ ? _END
which house do you live in?,START_ कुन घरमा बस्नुहुन्छ? _END
"who is taller, tom or mary?","START_ को अग्लो छ, टम वा मेरी? _END"
who is your favorite actor?,START_ तपाईलाई मन पर्ने कलाकार को हो? _END
you may choose any of them.,START_ तपाईंले ती मध्ये कुनै पनि रोज्न सक्नुहुन्छ। _END
you should get out of town.,START_ तिमी सहरबाट निस्किनुपर्छ। _END
youd better do that again.,START_ तपाईंले त्यो फेरि गर्नु राम्रो हुन्छ। _END
youre part of the problem.,START_ तपाईं समस्या को एक हिस्सा हुनुहुन्छ। _END
youre supposed to be busy.,START_ तपाईं व्यस्त हुनु पर्छ। _END
